school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,G1,G2,G3
GP,M,18,U,LE3,T,3,4,services,other,home,mother,16,16,17
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,10,12,14
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,11,12,14
GP,F,18,U,GT3,T,3,2,other,services,other,mother,14,16,17
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,15,14,17
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,14,13,14
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,11,12,13
GP,F,17,U,GT3,T,2,1,services,other,course,mother,12,15,15
GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,12,16,16
GP,F,19,U,LE3,A,2,3,at_home,other,home,other,10,11,11
GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,10,13,13
GP,F,21,U,LE3,T,4,4,other,other,reputation,other,9,12,12
GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,9,11,12
GP,M,18,U,LE3,A,3,4,other,other,reputation,other,13,14,15
GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,13,17,17
GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,12,15,15
GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,14,17,17
GP,M,21,R,LE3,T,1,1,at_home,other,course,other,9,10,10
GP,F,20,R,GT3,T,1,1,other,other,reputation,other,11,15,15
GP,F,19,U,GT3,T,4,4,teacher,other,home,other,9,10,11
GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,16,18,18
GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,14,17,17
GP,M,18,R,GT3,T,2,3,other,services,reputation,father,13,14,14
GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,7,11,11
GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,14,17,17
GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,8,10,10
GP,F,18,U,GT3,T,3,2,services,other,home,mother,10,13,13
MS,F,16,U,GT3,T,1,3,at_home,other,other,father,10,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,12,12,12
MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,10,10,10
MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,10,10,11
MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,16,17,17
MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,6,8,9
MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,10,11,11
MS,M,16,U,GT3,A,1,2,other,other,other,mother,10,11,11
MS,F,17,R,GT3,T,3,2,at_home,other,course,father,10,10,10
MS,F,17,R,GT3,T,1,1,other,other,other,father,6,6,7
MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,13,14,14
MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,10,9,11
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,10,10,10
MS,F,15,R,LE3,T,1,1,other,services,course,mother,6,7,8
MS,F,16,R,GT3,T,0,2,other,other,other,mother,12,11,12
MS,F,17,R,GT3,T,2,3,other,other,course,mother,10,11,12
MS,F,15,R,GT3,T,3,3,other,services,course,father,14,16,16
MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,7,0,0
MS,M,17,U,GT3,T,1,1,other,other,home,mother,8,9,9
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,12,13,14
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,7,9,8
MS,M,16,R,GT3,T,3,4,other,health,other,mother,9,10,11
MS,M,15,R,GT3,T,1,1,other,other,course,mother,7,9,9
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,11,11,11
MS,M,17,R,GT3,T,2,1,other,other,other,mother,8,10,9
MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,16,16,17
MS,F,15,R,GT3,T,1,2,other,services,course,mother,11,13,13
MS,F,16,R,GT3,T,2,3,other,services,course,mother,15,15,15
MS,M,16,R,GT3,T,1,2,other,other,course,father,10,11,11
MS,F,16,R,GT3,T,2,2,other,other,course,mother,9,10,11
MS,F,16,U,GT3,T,1,2,other,services,course,mother,10,8,8
MS,F,16,U,GT3,T,1,2,other,services,course,mother,9,8,8
MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,9,10,9
MS,F,16,U,GT3,T,1,1,at_home,other,course,father,13,14,15
MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,10,11,11
MS,F,16,R,GT3,T,1,1,other,other,home,father,13,10,13
MS,F,16,R,GT3,T,1,1,at_home,other,other,father,10,9,10
MS,F,15,R,GT3,T,1,1,at_home,other,home,father,11,10,11
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,13,12,14
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,13,14,14
MS,F,15,R,LE3,T,2,2,other,other,other,father,14,11,12
MS,M,16,R,GT3,T,1,1,at_home,other,other,father,11,11,11
MS,F,18,U,GT3,T,1,2,other,other,course,father,9,8,8
MS,M,15,U,GT3,T,3,1,other,services,home,mother,10,9,11
MS,F,16,R,GT3,T,2,2,other,services,course,father,14,13,14
MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,13,12,13
MS,M,16,U,GT3,T,4,4,other,teacher,course,father,13,12,13
MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,13,12,12
MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,12,11,12
MS,F,16,R,LE3,T,2,2,other,other,home,father,14,14,16
MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,10,8,10
MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,10,11,11
MS,F,15,U,GT3,T,2,2,other,services,course,mother,12,13,14
MS,F,16,R,LE3,T,2,1,other,other,home,mother,10,8,8
MS,M,15,U,GT3,T,3,3,services,services,course,father,12,10,11
MS,F,16,R,GT3,T,1,1,at_home,other,course,father,7,7,8
MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,9,9,10
MS,F,19,U,GT3,T,2,3,at_home,services,course,other,9,9,10
MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,9,10,11
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,9,10,9
MS,F,16,R,GT3,T,2,2,other,other,course,father,9,10,11
MS,F,16,U,LE3,A,2,2,other,other,home,mother,7,7,8
MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,11,10,11
MS,F,16,U,GT3,T,2,2,other,services,course,father,9,10,10
MS,F,18,R,LE3,A,3,2,other,other,course,other,7,9,10
MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,7,9,9
MS,M,18,R,GT3,T,1,1,other,other,home,mother,8,9,10
MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,9,11,10
MS,F,19,U,GT3,T,1,1,other,other,course,other,7,8,9
MS,F,16,R,GT3,A,2,2,health,other,course,mother,8,10,10
MS,F,17,U,GT3,T,0,1,other,at_home,course,father,9,9,10
MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,8,9,9
MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,14,13,13
MS,F,16,R,LE3,T,1,1,services,services,home,mother,14,14,14
MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,10,11,10
MS,F,16,U,GT3,T,2,1,other,services,course,mother,14,13,14
MS,F,16,U,GT3,T,2,2,services,other,course,mother,17,16,16
MS,M,17,U,GT3,T,1,2,other,other,course,father,6,7,7
MS,M,16,U,LE3,T,4,3,other,other,course,father,14,12,13
MS,M,17,R,LE3,T,2,2,services,services,other,mother,10,8,9
MS,F,16,U,GT3,T,1,1,other,other,course,other,14,14,14
MS,F,19,U,LE3,T,2,2,other,other,home,mother,12,13,13
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,11,11,11
MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,11,9,10
MS,F,17,U,LE3,T,1,1,other,services,course,father,11,11,10
MS,M,17,R,GT3,T,2,2,other,other,course,mother,10,9,9
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,16,17,18
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,15,17,17
MS,F,17,U,GT3,A,1,0,other,other,other,mother,11,9,10
MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,7,7,7
MS,F,16,U,GT3,T,3,1,other,other,course,mother,8,6,8
MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,7,6,7
MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,9,8,10
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,14,16,16
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,14,14,15
MS,F,18,U,GT3,A,2,4,other,services,reputation,father,8,5,8
MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,8,7,0
MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,6,8,8
MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,8,10,10
MS,F,16,U,GT3,T,4,4,health,health,course,mother,8,8,8
MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,5,6,6
MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,7,9,8
MS,M,17,U,LE3,T,4,4,other,services,home,mother,15,14,16
MS,F,17,R,GT3,T,4,1,other,other,other,mother,13,14,14
MS,M,16,U,LE3,T,2,2,services,services,other,mother,10,9,10
MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,9,9,9
MS,F,16,U,LE3,T,4,4,services,services,other,father,11,11,11
MS,M,17,U,GT3,T,3,3,services,services,home,mother,7,10,9
MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,10,10,10
MS,M,16,U,GT3,T,2,1,health,services,other,mother,9,7,8
MS,F,16,U,LE3,T,2,1,other,services,other,mother,14,15,16
MS,M,16,U,LE3,T,4,4,teacher,health,other,father,11,12,12
MS,M,15,R,GT3,T,1,2,other,services,course,mother,9,11,10
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,13,14,14
MS,M,15,U,LE3,A,2,1,services,services,course,mother,12,13,12
MS,F,16,R,LE3,T,2,2,other,other,course,mother,11,11,11
MS,F,16,U,LE3,T,4,1,other,other,home,mother,9,10,10
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,9,11,11
MS,F,17,R,GT3,T,2,2,other,other,other,mother,11,9,11
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,10,11,12
MS,M,17,R,GT3,T,4,4,health,other,course,father,9,9,8
MS,M,17,R,LE3,T,1,3,other,other,course,father,12,11,12
MS,M,17,U,GT3,T,3,4,services,other,other,mother,8,9,8
MS,F,17,U,GT3,T,4,4,health,health,course,father,13,15,16
MS,M,16,R,LE3,T,4,1,other,at_home,other,father,10,11,11
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,11,10,11
MS,F,17,R,GT3,T,4,2,other,other,course,mother,17,18,18
MS,M,16,U,LE3,A,2,2,other,services,course,father,12,13,13
MS,M,17,U,GT3,T,3,2,other,other,other,father,13,14,13
MS,M,19,U,GT3,T,1,1,other,other,other,mother,9,9,10
MS,M,17,U,LE3,A,1,0,other,other,home,mother,11,11,12
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,10,11,10
MS,F,16,R,GT3,T,1,2,other,other,home,father,13,14,13
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,9,10,11
MS,F,17,R,GT3,T,3,1,other,other,course,mother,7,9,10
MS,M,17,R,GT3,T,2,2,other,other,course,mother,8,13,10
MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,12,12,13
MS,M,17,R,GT3,T,1,1,other,services,course,mother,10,9,10
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,10,9,10
MS,F,16,R,LE3,T,2,2,other,services,course,father,11,13,12
MS,M,17,U,GT3,T,2,2,other,other,course,mother,7,0,0
MS,M,16,R,GT3,T,3,2,services,other,course,father,11,9,10
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,10,10,9
MS,M,18,R,GT3,T,1,1,services,other,course,other,9,7,9
MS,M,18,R,GT3,T,3,2,services,other,course,mother,4,0,0
MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,6,11,9
MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,4,8,8
MS,M,16,R,GT3,T,2,2,services,services,course,mother,7,8,8
MS,M,19,U,GT3,T,2,1,at_home,other,course,other,8,9,9
MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,5,5,7
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,7,9,10
MS,M,20,R,GT3,T,1,1,other,other,course,other,8,11,10
MS,F,18,R,GT3,A,4,3,services,services,course,mother,10,11,10
MS,M,18,R,GT3,T,3,2,other,other,course,mother,9,10,11
MS,M,19,R,GT3,T,1,1,other,services,home,other,10,9,11
MS,M,17,U,GT3,T,3,3,health,other,course,mother,8,9,10
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,9,10,9
MS,M,19,R,GT3,T,1,1,other,other,home,other,8,9,10
MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,6,8,8
MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,6,8,7
MS,F,18,R,GT3,T,2,2,other,other,other,mother,8,6,0
MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,10,11,11
MS,F,17,R,LE3,A,3,1,other,at_home,course,other,8,7,8
MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,8,8,0
MS,F,18,R,LE3,T,2,2,services,services,course,mother,7,6,8
MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,8,10,9
MS,F,17,U,LE3,T,1,2,at_home,other,course,father,7,10,10
MS,F,18,U,GT3,T,1,1,other,other,course,mother,7,8,7
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,12,13,14
MS,F,17,U,GT3,T,3,3,services,services,course,mother,11,12,13
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,12,13,14
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,18,18,18
MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,17,17,17
MS,F,17,U,GT3,T,4,2,other,other,course,mother,17,18,18
MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,9,0,0
MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,10,11,11
MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,12,13,14
MS,M,17,R,GT3,T,1,1,other,services,other,father,12,13,14
MS,F,18,U,GT3,T,2,2,other,other,course,mother,8,8,10
MS,F,18,U,LE3,T,2,2,services,services,course,father,11,12,13
MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,5,0,0
MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,9,10,10
MS,F,19,U,GT3,T,1,1,at_home,services,other,father,5,0,0
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,18,18,18
MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,11,11,12
MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,8,10,11
MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,11,11,12
MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,8,0,0
MS,F,18,R,GT3,T,2,2,services,other,home,mother,14,14,15
MS,M,17,R,GT3,T,4,3,services,other,home,mother,10,11,11
MS,F,18,U,GT3,T,3,3,services,services,course,father,10,10,10
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,12,12,12
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,15,14,15
MS,M,18,U,LE3,T,1,1,other,services,home,father,14,13,14
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,19,17,18
MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,16,15,15
MS,F,18,U,GT3,T,3,3,services,services,other,mother,13,12,13
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,15,14,15
MS,F,17,R,GT3,T,1,2,other,services,course,father,13,13,13
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,8,10,9
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,15,16,16
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,8,8,9
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,10,10,10
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,7,5,0
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,9,10,10
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,10,11,12
MS,F,17,R,GT3,T,1,2,other,other,course,mother,7,8,9
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,15,17,17
MS,F,18,R,GT3,T,1,1,other,other,home,mother,10,11,12
MS,F,19,R,GT3,T,1,1,at_home,other,course,other,7,8,9
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,13,14,14
MS,F,18,U,GT3,T,3,3,other,other,home,mother,16,16,16
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,8,9,9
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,17,18,19
MS,M,18,R,GT3,T,2,1,other,other,other,mother,7,7,0
MS,M,17,U,GT3,T,2,3,other,services,home,father,14,15,16
MS,M,19,R,GT3,T,1,1,other,services,other,mother,5,8,0
MS,M,18,R,GT3,T,4,2,other,other,home,father,7,7,0
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,14,17,15
MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,6,9,11
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,7,9,10
MS,F,19,R,GT3,T,2,3,services,other,course,mother,10,11,10
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,15,15,16
MS,F,18,U,GT3,T,1,1,other,other,course,mother,11,12,9
MS,M,17,U,LE3,T,3,1,services,services,course,mother,10,10,10
MS,M,18,R,LE3,T,3,2,services,other,course,mother,10,11,11
